,id,username,tweet,note
54,1602094643315109889,MekaTarik,Les Bleus ont le vent dans le dos : que peut-il leur arriver ? - Eurosport FR https://t.co/e3nTzQrdPC #football #foot #football_alerte,0
55,1602094556731908098,tessocra,"@ludeno31 @louislmbrt_ @chablisFI @jojo_op_vie @Footballogue En gros ce que tu veux dire, c’est que DD aurait dû gagner (sans compter cdm 2018 et ligue des nations 2021), l’euro 2012, 2016 et 2020, puis la coupe du monde 2014 c’est ça ?",0
56,1602094416423960576,titrespresse,Messi ne gagnera jamais la coupe du monde https://t.co/MFmq1gUefS,-1
57,1602094396803272704,Guillaumenarbo2,"C'est le mec qui imprime les cartes d'identités ptdr, t'es qui pour définir c'est quoi un vrai français en te basant sur la nation par laquelle les gens se sentent le + représenté dans une coupe du monde ? https://t.co/EchDi1dieV",-1
58,1602094307632095238,samy_750,Mais je souhaite toute de même au Maroc de gagner cette coupe du monde faut de l’inédit,1
59,1602094269287784449,selenussy,"Réservez le souvenir de la Coupe du Monde Qatar 2022 avec l'équipe marocaine des Lions de l'Atlas, le représentant des Arabes et Musulmans et le représentant de l'Afrique, en achetant votre maillot sur le site Teepublic https://t.co/BjtIfXMDFm

https://t.co/GubezGBxSy https://t.co/U6RmHTneSJ",0
60,1602094227671973890,SeebbSblt,@johntukwezo @AAKAGAMI_OP Frère c’était sa dernière coupe du monde il en jouera plus donc apaise ton cœur,-1
61,1602094201289998336,ShadowLight2110,"@Ty26348752 @rafy64500 @GTSytb @Loguito6 Pour commencer une Coupe d'Europe n'a rien à voir avec une Copa. 

Ratio total buts par match en Coupe du Monde + Coupe d’Europe/Copa America :
-Cristiano Ronaldo : 0.46 but par match (22 buts en 47 matchs).
-Lionel Messi : 0.39 but par match (23 buts en 58 matchs).

CR7 GOAT🐐",0
62,1602094093391335428,Apollo_space_X,"L'arbitre du Portugal-Maroc rentre chez lui

Facundo Tello n’arbitreras plus les matchs de la Coupe du monde. L'Argentin Rapallini a été également éloigné https://t.co/SRsxLSsvlc",-1
63,1602094061099581440,MdrtasC,Si on gagne la coupe du monde et qu’il y’a pas de son de vegedream ça sert à rien qu’on gagne en vrai,-1
64,1602093975116161025,Naepsita,"En pleine coupe du monde, pas un hasard... https://t.co/Pa4zs3lfZ0",0
65,1602093870082310146,FGabrielThomas,Ah djigueine yi dagniy jouer coupe du monde ??😭😭😭😭 https://t.co/11ug2RqFBJ,0
66,1602093780311621632,marou____,@RAM_Maroc  bonsoir besoin de billet pour la coupe du monde. Quelle disponibilité et modalité proposez vous ?,0
67,1602093774770929665,chamakh_10,"@footmercato Ce n'est pas la meilleure équipe de l'histoire.
Le Maroc réussit un tournoi... On assiste à la naissance de potentiellement la plus grande équipe de l'histoire africaine.
Il faudra confirmer après la coupe du monde.",1
68,1602093738515484673,divanchy275,"(France 24): Mondial-2022 : Deschamps, les recettes d'un sélectionneur qui gagne • #FRANCE 24 : Retour ce soir dans le JT du mondial sur la qualification des #Bleus en demi finales de la coupe du monde. En savoir plus avec notre.. https://t.co/4BCizuvdl6 https://t.co/IqNRVInZs5",0
69,1602093728365158403,CoachCharrua,"(L'https://t.co/I7xPEajCV1): Foot - CM 2022 : Séance légère pour les #Bleus au lendemain de la victoire face à l'Angleterre :  Au lendemain de leur qualification pour les demi-finales de la Coupe du monde, les joueurs de Didier Deschamps ont.. https://t.co/cy8h3QZgnH https://t.co/oPXQ3GIapL",0
70,1602093701920165888,EnzoRoche7,"Mais vous aimez trop tweet des choses impossible, carrément ya plus de chance de voir l'Italie gagner la coupe du monde masculine 2022 que d'avoir ça ..... https://t.co/qeIQd2Xqei",-1
71,1602093685633597444,Alaincog,@nana_anayah Modric mérite sa coupe du monde,0
72,1602093605681766401,am_d93,"(https://t.co/eljTlNViUE): Mercato : Star de la Coupe du monde avec le #Maroc, il pourrait débarquer au Real Madrid : Le Mondial au #Qatar offre une vitrine incroyable à Yassine Bounou, gardien du Maroc. Le Lion de l'Atlas est l'une des.. https://t.co/WCcQNlbJcH https://t.co/TPfizFhLsc",1
73,1602093472491929601,MambuLodjima,@Ezalzouliste @dmsportma ils sont en demi finale de coupe du monde comment ça 0.01% de talent mais cv pas?? 🤣,1
74,1602093405244461056,Idhem0409,@couraniang18 Mddrr le Sénégal a été trop naze moi j’suis déçu de ouf et pourtant contre les pays bas j’ai cru en une coupe du monde de folie,-1
75,1602093403235401730,PetitAdioukrou,"@letheoricien228 On a dit que Messi a. Porté l'Argentine en Copa, on nous a dit non, bon voilà la coupe du monde, juste citer un joueur en Argentine à part Messi et Martinez qui a Rendement supérieur ou égale à la copa America",-1
76,1602093398994964481,ay0ub_bss,Bonjour @AirFranceFR @airfrance si l'Équipe de France gagne la coupe du monde possible de faire une réduction sur les vols en direction des DOM-TOM ?,0
77,1602093378128252930,marvinphotograv,@Mohaman_Issa_ @leeettiiiii @footsportsnews1 @BorisFegue @footmercato Nous aussi on a hâte aux prochaines échéances! Et perso j'ai tourné la page votre coupe du monde est passée une belle fin quoique trop rapide🤣 on attend l'arrivée de nouveaux joueurs on est tournés vers les prochaines can et la cdm 2026 qu'on ne tardera pas à préparer des mtn,0
78,1602093362798018566,Pers092,Le débrief est en ligne 🍿😏ARGENTINA VS CROATIA - MESSI VS MODRIC - AVANT MATCH DEMI-FINALE COUPE DU MONDE (QATAR 2022) ⬇️,0
79,1602093361468514304,yacine95,"@GWGoldnadel Pour une première coupe du monde dans un pays musulman, je trouve extraordinaire qu’une équipe musulmane se trouve au niveau finale ou demi finale, alors que précédemment aucune équipe n’était allé aussi loin.
Le football serait-il aussi corrompu que le concours de l’Eurovision ?",1
80,1602093282435162116,infos_24h,Faut que je finisse l’école avant la prochaine coupe du monde pour pouvoir regarder tous les matchs sans sacrifier d’heures d’étude le mec trop fou,0
81,1602093254484402176,nouvelles2025,Je veux voir Modric gagner une coupe du monde,0
82,1602093109457952768,LaJambeNwar,QUELLE HONTE WALLAH https://t.co/q6P9ce2ukh,-1
83,1602093056693792768,merinides_a,Je suis heureuse pour la France l equipe bleus qui va nous ramener la coupe du monde et en même tant triste pour le Maroc https://t.co/XcXrBqMYQ9,0
