,id,username,tweet,note
54,1602094643315109889,MekaTarik,Les Bleus ont le vent dans le dos : que peut-il leur arriver ? - Eurosport FR https://t.co/e3nTzQrdPC #football #foot #football_alerte,0
55,1602094556731908098,tessocra,"@ludeno31 @louislmbrt_ @chablisFI @jojo_op_vie @Footballogue En gros ce que tu veux dire, c’est que DD aurait dû gagner (sans compter cdm 2018 et ligue des nations 2021), l’euro 2012, 2016 et 2020, puis la coupe du monde 2014 c’est ça ?",0
56,1602094416423960576,titrespresse,Messi ne gagnera jamais la coupe du monde https://t.co/MFmq1gUefS,-1
57,1602094396803272704,Guillaumenarbo2,"C'est le mec qui imprime les cartes d'identités ptdr, t'es qui pour définir c'est quoi un vrai français en te basant sur la nation par laquelle les gens se sentent le + représenté dans une coupe du monde ? https://t.co/EchDi1dieV",-1
58,1602094307632095238,samy_750,Mais je souhaite toute de même au Maroc de gagner cette coupe du monde faut de l’inédit,1
59,1602094269287784449,selenussy,"Réservez le souvenir de la Coupe du Monde Qatar 2022 avec l'équipe marocaine des Lions de l'Atlas, le représentant des Arabes et Musulmans et le représentant de l'Afrique, en achetant votre maillot sur le site Teepublic https://t.co/BjtIfXMDFm

https://t.co/GubezGBxSy https://t.co/U6RmHTneSJ",0
60,1602094227671973890,SeebbSblt,@johntukwezo @AAKAGAMI_OP Frère c’était sa dernière coupe du monde il en jouera plus donc apaise ton cœur,-1
61,1602094201289998336,ShadowLight2110,"@Ty26348752 @rafy64500 @GTSytb @Loguito6 Pour commencer une Coupe d'Europe n'a rien à voir avec une Copa. 

Ratio total buts par match en Coupe du Monde + Coupe d’Europe/Copa America :
-Cristiano Ronaldo : 0.46 but par match (22 buts en 47 matchs).
-Lionel Messi : 0.39 but par match (23 buts en 58 matchs).

CR7 GOAT🐐",0
62,1602094093391335428,Apollo_space_X,"L'arbitre du Portugal-Maroc rentre chez lui

Facundo Tello n’arbitreras plus les matchs de la Coupe du monde. L'Argentin Rapallini a été également éloigné https://t.co/SRsxLSsvlc",-1
63,1602094061099581440,MdrtasC,Si on gagne la coupe du monde et qu’il y’a pas de son de vegedream ça sert à rien qu’on gagne en vrai,-1
64,1602093975116161025,Naepsita,"En pleine coupe du monde, pas un hasard... https://t.co/Pa4zs3lfZ0",0
65,1602093870082310146,FGabrielThomas,Ah djigueine yi dagniy jouer coupe du monde ??😭😭😭😭 https://t.co/11ug2RqFBJ,0
66,1602093780311621632,marou____,@RAM_Maroc  bonsoir besoin de billet pour la coupe du monde. Quelle disponibilité et modalité proposez vous ?,0
67,1602093774770929665,chamakh_10,"@footmercato Ce n'est pas la meilleure équipe de l'histoire.
Le Maroc réussit un tournoi... On assiste à la naissance de potentiellement la plus grande équipe de l'histoire africaine.
Il faudra confirmer après la coupe du monde.",1
68,1602093738515484673,divanchy275,"(France 24): Mondial-2022 : Deschamps, les recettes d'un sélectionneur qui gagne • #FRANCE 24 : Retour ce soir dans le JT du mondial sur la qualification des #Bleus en demi finales de la coupe du monde. En savoir plus avec notre.. https://t.co/4BCizuvdl6 https://t.co/IqNRVInZs5",0
69,1602093728365158403,CoachCharrua,"(L'https://t.co/I7xPEajCV1): Foot - CM 2022 : Séance légère pour les #Bleus au lendemain de la victoire face à l'Angleterre :  Au lendemain de leur qualification pour les demi-finales de la Coupe du monde, les joueurs de Didier Deschamps ont.. https://t.co/cy8h3QZgnH https://t.co/oPXQ3GIapL",0
70,1602093701920165888,EnzoRoche7,"Mais vous aimez trop tweet des choses impossible, carrément ya plus de chance de voir l'Italie gagner la coupe du monde masculine 2022 que d'avoir ça ..... https://t.co/qeIQd2Xqei",-1
71,1602093685633597444,Alaincog,@nana_anayah Modric mérite sa coupe du monde,0
72,1602093605681766401,am_d93,"(https://t.co/eljTlNViUE): Mercato : Star de la Coupe du monde avec le #Maroc, il pourrait débarquer au Real Madrid : Le Mondial au #Qatar offre une vitrine incroyable à Yassine Bounou, gardien du Maroc. Le Lion de l'Atlas est l'une des.. https://t.co/WCcQNlbJcH https://t.co/TPfizFhLsc",1
73,1602093472491929601,MambuLodjima,@Ezalzouliste @dmsportma ils sont en demi finale de coupe du monde comment ça 0.01% de talent mais cv pas?? 🤣,1
74,1602093405244461056,Idhem0409,@couraniang18 Mddrr le Sénégal a été trop naze moi j’suis déçu de ouf et pourtant contre les pays bas j’ai cru en une coupe du monde de folie,-1
75,1602093403235401730,PetitAdioukrou,"@letheoricien228 On a dit que Messi a. Porté l'Argentine en Copa, on nous a dit non, bon voilà la coupe du monde, juste citer un joueur en Argentine à part Messi et Martinez qui a Rendement supérieur ou égale à la copa America",-1
76,1602093398994964481,ay0ub_bss,Bonjour @AirFranceFR @airfrance si l'Équipe de France gagne la coupe du monde possible de faire une réduction sur les vols en direction des DOM-TOM ?,0
77,1602093378128252930,marvinphotograv,@Mohaman_Issa_ @leeettiiiii @footsportsnews1 @BorisFegue @footmercato Nous aussi on a hâte aux prochaines échéances! Et perso j'ai tourné la page votre coupe du monde est passée une belle fin quoique trop rapide🤣 on attend l'arrivée de nouveaux joueurs on est tournés vers les prochaines can et la cdm 2026 qu'on ne tardera pas à préparer des mtn,0
78,1602093362798018566,Pers092,Le débrief est en ligne 🍿😏ARGENTINA VS CROATIA - MESSI VS MODRIC - AVANT MATCH DEMI-FINALE COUPE DU MONDE (QATAR 2022) ⬇️,0
79,1602093361468514304,yacine95,"@GWGoldnadel Pour une première coupe du monde dans un pays musulman, je trouve extraordinaire qu’une équipe musulmane se trouve au niveau finale ou demi finale, alors que précédemment aucune équipe n’était allé aussi loin.
Le football serait-il aussi corrompu que le concours de l’Eurovision ?",1
80,1602093282435162116,infos_24h,Faut que je finisse l’école avant la prochaine coupe du monde pour pouvoir regarder tous les matchs sans sacrifier d’heures d’étude le mec trop fou,0
81,1602093254484402176,nouvelles2025,Je veux voir Modric gagner une coupe du monde,0
82,1602093109457952768,LaJambeNwar,QUELLE HONTE WALLAH https://t.co/q6P9ce2ukh,-1
83,1602093056693792768,merinides_a,Je suis heureuse pour la France l equipe bleus qui va nous ramener la coupe du monde et en même tant triste pour le Maroc https://t.co/XcXrBqMYQ9,0
0,1602056793668161536,aurelien_gentil,"@nirnelena Oui pour des vrais saisons de 20+ épisodes ; la casa de Papel c'était horrible par ex avec des saisons qui ne finissent pas l'intrigue, ou les anneaux de pouvoir bien trop court. Mais par contre non aux épisodes spéciaux.",-1
1,1602049898483957761,Erinisbor,"Enfin pu finir les Anneaux du Pouvoir, il me tarde déjà de voir la suite. Entre ça et House of the Dragon on a vraiment été gâté cette année 🤩",1
2,1602035014862049282,infos_24h,"Les Anneaux de Pouvoir saison 2 : Date de sortie, histoire… On fait le point sur la suite de la série Amazon Le Seigneur des Anneaux https://t.co/4MZzwnT74q",0
3,1602007582205480960,loutooony,@NetflixFR Les anneaux de pouvoir 😅,0
4,1601990818977439745,Dhydath,"Les Anneaux de Pouvoir saison 2 : Date de sortie, histoire... On fait le point sur la suite de la série Amazon Le Seigneur des Anneaux https://t.co/vBKMCzppcD",0
5,1601988237240795139,predator64tina,"Les Anneaux de Pouvoir saison 2 : Date de sortie, histoire... On fait le point sur la suite de la série Amazon Le Seigneur des Anneaux https://t.co/AX7yiZ2iFL",0
6,1601976547585523712,jeuxvideoactufr,"Les Anneaux de Pouvoir saison 2 : Date de sortie, histoire... On fait le point sur la suite de la série Amazon Le Seigneur des Anneaux

👉Notre site : https://t.co/6Q58PdGULI https://t.co/BplfQWyaVQ",0
7,1601964596595679233,GaryPaytonGOAT,@nbidard7 t’as kiffé gros les anneaux de pouvoir ? C’est pas ouf on est d’accord,-1
8,1601944725434822657,NathanKari,@PygarguePirate J'ai vu Hotd et les anneaux de pouvoir mais les deux autres c'est quoi ?,0
9,1601913206246703106,SayoNyraa,"Top 5 série 2022
La S4 de Stranger things elle était SI BIEN !! (Mitigée pour les anneaux de pouvoir par contre)
Séries : 
Soty : Stranger things S4
2 Mercredi
3 Moon Knight
4 Picard S2
5 Les anneaux de pouvoir https://t.co/YejGvzS62q",0
10,1601874455818641408,juliechaumard,"Les anneaux de pouvoir, je me refait la saison 1 sur Amazon Prime 🦄 #Tolkien",0
11,1601803445035728896,Vaca_47,"13- Miss Marvel - Saison 1 (2022) [Disney +]
14- The Sandman - Saison 1 (2022) [Netflix] 
15- Cyberpunk Edgerunners - Saison 1 (2022) [Netflix] 
16- Le Seigneur des anneaux : Les Anneaux de pouvoir - Saison 1 (2022) [Prime] https://t.co/78vPPZzw5i",0
12,1601748887433523200,martial_mg,J’dis ça mais j’suis toujours pas à jour dans les anneaux de pouvoir 🤣 https://t.co/NHIxQVfr20,0
13,1601609737711521793,MustafiDahleb,J'aime beaucoup les Anneaux de pouvoir et en plus il y a un elf qui s'appelle Médor.,1
14,1601568920284327937,YGKere,"@fibohmida Mais arrête donc. Il a le droit d'aimer les Anneaux de Pouvoir sans y voir un complot. Il vit de sa chaîne et c'est loin d'être simple (nous YT et Tipeee ça paie les frais, point), et il le dit toujours quand c'est commercial. Toute la presse US encense+ que lui Avatar 2",0
15,1601564667444310017,fibohmida,"@YGKere Il l'a vu 5 jours en avance, c'est peut être pour ça...
Captain m'a déçu avec Les Anneaux de Pouvoir, son objectivité en a prit un coup",-1
16,1601547796586323968,Geek_Gen_France,"Prime Video a annoncé huit nouveaux acteurs et actrices dans des rôles récurrents pour la deuxième saison de la série Le Seigneur des Anneaux : Les Anneaux de Pouvoir, actuellement en tournage au Royaume-Uni. #LeSeigneurdesAnneaux https://t.co/72hEvCJzC7 https://t.co/tn2RI4Mar7",0
17,1601532251564826625,FrankAyersMusic,"@PresseMondial Et ça se niche très loin: les directives #ESG pondent des bides à tour de bras dans l'industrie du divertissement hollywoodien (She-Hulk, Buzz L'Éclair, Anneaux de Pouvoir...). Toute une liste d'éléments #woke à cocher dans un projet, avant même de tourner une pub ou une série.😉",-1
18,1601519400695525381,rouxeluv,Je pense que j’ai pas accroché sur house of dragon parce que je regardais déjà les anneaux de pouvoir. Mais c’est une dinguerie hein merdelor,1
19,1601333118136250368,ChefPhileas,"Les Anneaux de Pouvoir : un acteur de Game of Thrones rejoint la série Le Seigneur des Anneaux, 7 autres comédiens officialisés https://t.co/zh4Fsj2aRt",0
20,1601313392928919552,chasseur2lueurs,"@avantigwenael @DecoinceTaBulle Le 1er épisode m'a beaucoup inquiété, les deux suivants ça va mieux même si ce n'est pas renversant.
Les Anneaux de Pouvoir, j'ai pas dépassé deux-trois épisodes, HoD, j'en ai peut-être vu 6, mais je suis à la peine.
J'attends la suite de the Witcher que j'ai bien aimé jusque-là.",0
21,1601296553653592064,DecoinceTaBulle,"@avantigwenael Moi j’ai bien aimé thé Witcher 😉 Mais je pense en effet que House Of Dragons et les Anneaux de pouvoir ont mis une telle claquasse, que les autres font très Cheap…🥹",1
22,1601294825269010432,avantigwenael,"@DecoinceTaBulle Pas ouf du tout, avec les anneaux de pouvoir, the Witcher et la roue du temps, heureusement on a eu house of the dragons. Et puis Andor en pépite SF.",0
23,1601245328979943424,joker_TL235,@Abdraman__B Comme Galadriel dans le Seigneur des Anneaux : Les Anneaux de Pouvoir,0
24,1601203250665263106,Vukanhastane,@regelegorila @PierrePerez83 Du coup Disa dans Les Anneaux de Pouvoir ça aurait dû aussi te poser problème non ?,0
25,1601186239268679681,poulpebulle,"Les Anneaux de Pouvoir : un acteur de Game of Thrones rejoint la série Le Seigneur des Anneaux, 7 autres comédiens officialisés https://t.co/Dxt53vx8WR via @JVCom",0
26,1601176428816605184,BobCanne,"Les Anneaux de Pouvoir : un acteur de Game of Thrones rejoint la série Le Seigneur des Anneaux, 7 autres comédiens officialisés https://t.co/ah1JCKNY0Q",0
27,1601168860312395777,Philarroque,"Les Anneaux de Pouvoir : un acteur de Game of Thrones rejoint la série Le Seigneur des Anneaux, 7 autres comédiens officialisés

👉Notre site : https://t.co/6Q58PdGULI https://t.co/QJ8lP8Ir2E",0
28,1601139474481586177,Delcroixx,"Les Anneaux de Pouvoir qui apparaissent dans aucun Top 10 des séries les plus recherchées, c'est intéressant et inquiétant. 

Sinon surpris de voir ""The Watcher"" dans plusieurs top 10 de plusieurs pays. #YearInSearch 
https://t.co/lKIEefICRx",0
29,1601126534496292865,TheOneLexi,Les anneaux du pouvoir : qui sont les nouveaux acteurs de la saison 2 ? https://t.co/r1l3n3uWue,0
30,1601096582778490880,SoskaCream,#Lesanneauxdupouvoir : qui sont les nouveaux acteurs de la saison 2 ? https://t.co/fgz4rArC8m via @Figaro_Culture https://t.co/MxHgynlXGo,0
31,1601073651146625024,ehmap_,"""Personne ne la regarde"" ??
@pure_break La série a été n°1 pendant plusieurs semaines sur Prime Video et a même dépassé ""Les Anneaux de pouvoir"" donc bon .. 
https://t.co/CbXrGUp6WW",0
32,1601069114981683200,bookzgranger,"Je commence Willow, et je reste impressionné de comment toutes les productions majeures de fantasy me posent problème sur le caricatural.
Que ça soit Witcher, GoT, la Roue du Temps, Merlin, les Anneaux de pouvoir… J'ai le déplaisir… https://t.co/M5hAeeX7RH",-1
33,1601018045471674369,jerome_clam,"enfin commencé les anneaux du pouvoir et WOW !!! beaucoup de gens se plaignaient d’un rythme trop lent mais personnellement ça ne m’a pas gênée : l’intrigue est posée de façon claire et ça permet de bien on découvrir tous les protagonistes, pour le moment je suis hypée",1
34,1600931321387552768,TVMAG,Je suis en train de capter un truc : j’ai toujours pas fini les Anneaux de Pouvoir 😶,0
35,1600925664365801473,mathilde_sft,Les anneaux du pouvoir : qui sont les nouveaux acteurs de la saison 2 ? https://t.co/FzSWHgpqTn,0
36,1600904786966188043,Laird_Fumble,Le succès mondial made in Prime Video rempile pour une deuxième saison. Et le site de streaming a d'ores et déjà annoncé quelques changements. https://t.co/Kdi2kszPFg,0
37,1600904659421769728,DailyGeekShow,"Qui sont les nouveaux acteurs de la saison 2 de la série ""Les anneaux du pouvoir"" ? La réponse sur @TVMAG @Le_Figaro https://t.co/KKMpvGVj5f",0
38,1600890276981182464,TeleLoisirs,@oursinculte Amazon trouvaient qu'ils avaient pas assez dépensé avec les Anneaux de Pouvoir ?,0
39,1600867869344108545,alexandralouvet,Découvrez sur DGS : Les Anneaux de pouvoir : Des acteurs de Game of Thrones et de Bridgerton rejoignent le casting https://t.co/vwDK5W3Sbv #lesanneauxdepouvoir,0
40,1600862978676604934,Hitekfr,"Les Anneaux de pouvoir : une star de Bridgerton rejoint la saison 2, son rôle menacé ? https://t.co/BtW7eAQeIa https://t.co/yPXFBzmP4N",0
41,1600823022428225536,Superpouvoir,"@JeromePichin @MastaGonzo Comme Galadriel dans les Anneaux de Pouvoir.
Episode 2 : Le gars la sauve de la noyade, elle préfère replonger. Il la sauve encore 2 fois ensuite.
Episode 8 : Elle dit au gars que c'est elle qui l'a sauvé de la noyade.
Ecrit par une équipe de gauchistes Wokes. 🤣🤣🤣🤣🤣",-1
42,1600811444869926912,vaskrag,Les Anneaux de Pouvoir saison 2 : le nouveau casting de la série Le Seigneur des Anneaux est là https://t.co/emhIIn7e9L https://t.co/I2aNvgztlN,0
43,1600806680446615552,TlouWendy68100,"Les Anneaux de Pouvoir recrutent du côté de DC et Doctor Who pour la saison 2
#LesAnneauxDePouvoir #LeSeigneurDesAnneaux #LOTR #TROP https://t.co/Sidvzfa3fl",0
44,1600775796599099392,kabdel_off,"@ShonePale Après, c'est le Silmarilion, donc ce n'est pas censé avoir été pris en compte dans la série Les Anneaux de pouvoir, qui n'a pas les droits dessus.
(et je ne sais pas ce qu'il en est de Celeborn et surtout Gil-Galad. Le premier est collé à Galadriel, le second on n'a pas d'info)",0
45,1600772791078617088,RDelinfo,"@ShonePale Ok, j'ai pas vu Les Anneaux de Pouvoir, mais dans le Silmarillion il est dit qu'elle avait déjà été ""amnisitiée"" à la chute de Morgoth à la fin du Premier Âge, parce que de toute façon elle n'avait pas participé au fratricide d'Aqualondë. https://t.co/x7Tw4TaFEh",0
46,1600755566342598661,sana_wa_baka_da,"Top serie pour moi 2022
1 mercredi
2 les anneaux du pouvoir
3 Périphériques, les mondes de Flynne https://t.co/cEWV95I5zs",0
47,1600679394241957888,Lio972,...Kabdel Media Adar dans Les Anneaux de pouvoir est remplacé par un autre https://t.co/GG3QZtFQRk https://t.co/FXNyf9TdxL,0
